English	Pin Yin	Chinese	Audio	SpoodFed order
Would you like to eat with me?	Nǐ xiǎng gēn wǒ yīqǐ chī fàn ma?	你想跟我一起吃饭吗？	[sound:R021-01.mp3]	650
Does she want to eat?	Tā xiǎng chī fàn ma?	她想吃饭吗？	[sound:R015-05.mp3]	651
My address is…	Wǒde dìzhǐ shì ……	我的地址是……	[sound:tmpmalrzl.mp3]	652
What does this word mean?	zhè gè cí shì shénme yìsi ?	这个词是什么意思？	[sound:335099.mp3]	653
She's surely over eighty☺.	tā kěndìng chāoguò 80 suì le.	她肯定超过80岁了。	[sound:334099.mp3]	654
I live near the school.	Wǒ zhùzài xuéxiào fùjìn.	我住在学校附近。	[sound:tmp9hsjx5.mp3]	655
I wish I lived near your house.	wǒ xīwàng zhù zài nǐ jiā fùjìn.	我希望住在你家附近。	[sound:333534.mp3]	656
None of my classmates live near here.	wǒ méiyǒu yī ge tóngxué zhù zài zhèr fùjìn.	我没有一个同学住在这儿附近。	[sound:333715.mp3]	657
My reading is better than my speaking.	Wǒ de yuèdú bǐ shuōhuà hǎo.	我的阅读比说话好。	[sound:tmpzyuwcb.mp3]	658
I don't have time to read.	wǒ méi shíjiān yuèdú .	我没时间阅读。	[sound:334401.mp3]	659
For how long have you taught English?	Nǐ jiāo Yīngyǔ duō cháng shíjiān le? (no ni duo chang...)	你教英语多长时间了？	[sound:R067-03.mp3]	660
Do you know how long the work day is there?	Nǐ zhīdào zài nàli yītiān gōngzuò duōcháng shíjiān ma? (also shi)	你知道在那里一天工作多长时间吗？	[sound:R067-05.mp3]	661
She appears old.	Tā yàngzi cháng de lǎo. (also kanqilai or kanshangqu)	她样子长得老。	[sound:R102-02.mp3]	662
Today is my birthday.	Jīntiān shì wǒ de shēngrì.	今天是我的生日。	[sound:tmpahfgpd.mp3]	663
My birthday is coming soon.	Wǒde shēngrì kuài dào le.	我的生日快到了。	[sound:tmppfba7t.mp3]	664
Yesterday was my seventeenth birthday.	zuótiān shì wǒ 17 suì shēngrì .	昨天是我17岁生日。	[sound:333242.mp3]	665
Is it serious?	yánzhòng ma ?	严重吗？	[sound:332870.mp3]	666
What a surprise that you should call me.	Nǐ jìngrán gěi wǒ dǎ diànhuà.	你竟然给我打电话。	[sound:tmpz68zv8.mp3]	667
Let's eat together, ok!	Wǒmen yīkuài'r chī fàn ba!	我们一块儿吃饭吧！	[sound:tmpnxqf5h.mp3]	668
Welcome back home.	huānyíng huíjiā.	欢迎回家。	[sound:333068.mp3]	669
There's a car in front of the house.	Fángzi qiánmiàn yǒu yī liàng chē.	房子前面有一辆车。	[sound:tmp6xwef2.mp3]	670
He has no house to live in. <br /> He has no house in which to live.	tā méiyǒu fángzi zhù .	他没有房子住。	[sound:334564.mp3]	671
This is the house where I used to live when I was young.	zhè shì wǒ niánqīng shíhou zhù de fángzi .	这是我年轻时候住的房子。	[sound:334790.mp3]	672
There is no one inside the house.	Fángzi lǐmiàn méiyǒu rén.	房子里面没有人。	[sound:tmpeald1c.mp3]	673
I'm very sad.	wǒ hěn nánguò .	我很难过。	[sound:333736.mp3]	674
relax! (polite)	Nín fàngxīn!	您放心！	[sound:tmp_r3dht.mp3]	675
Don't walk that fast! I can't keep up with you guys.	bùyào zǒu de nàme kuài! wǒ gēn bù shàng nǐmen le ☺.	不要走得那么快！我跟不上你们了。	[sound:334626.mp3]	676
I am going to class.	Wǒ qù shàngxué.	我去上学。	[sound:tmp3iaarm.mp3]	677
He is with his girlfriend.	Tā gēn nǚpéngyou zài yīqǐ.	他跟女朋友在一起。	[sound:G021-03.mp3]	678
He was with his girlfriend yesterday.	Tā zuótiān gēn nǚpéngyou zài yīqǐ.	他昨天跟女朋友在一起。	[sound:G024-02.mp3]	679
It's no use pretending to make me believe that I believe things you don't believe!	yào wǒ xiāngxìn wǒ huì xiāngxìn nǐ bù xiāngxìn de dōngxi shì méiyòng de !	要我相信我会相信你不相信的东西是没用的！	[sound:334704.mp3]	680
He is a bit like his father.	tā yǒudiǎn xiàng tā de fùqin.	他有点像他的父亲。	[sound:335113.mp3]	681
She is as beautiful as a flower.	Tā xiàng huā yībān měilì.	她像花一般美丽。	[sound:tmp5aigsw.mp3]	682
I feel worried.	Wǒ gǎndào hěn dānxīn.	我感到很担心。	[sound:R080-06.mp3]	683
The mother worried about her children. <br /> Mother was anxious about the children.	mǔqīn hěn dānxīn háizi .	母亲很担心孩子。	[sound:333333.mp3]	684
He continuously worries about his daughter.	tā yīzhí hěn dānxīn tā de nǚér .	他一直很担心他的女儿。	[sound:332983.mp3]	685
Don't worry!	Bié dānxīn.	别担心。	[sound:tmphun9kp.mp3]	686
When we are not allowed to come, we just become more eager to come.	ràng wǒmen bié lái, wǒmen jiù gèng xiǎng lái le .	让我们别来，我们就更想来了。	[sound:333529.mp3]	687
Parents are always worried about their children.	Fùmǔ zǒngshì dānxīn háizi.	父母总是担心孩子。	[sound:tmpe3vwa7.mp3]	688
He is always laughing/smiling.	tā zǒngshì zài xiào .	他总是在笑。	[sound:334059.mp3]	689
He worries that he might not pass the exam this time.	Tā dānxīn zhè cì kǎoshì bù huì tōngguò. (also zhe ci de)	他担心这次考试不会通过。	[sound:tmpvjtmo5.mp3]	690
They laughed happily.	Tāmen xiào de hěn kāixīn.	他们笑得很开心。	[sound:tmpfdqn3i.mp3]	691
They're living a happy life.	Tāmen huó de hěn kāixīn.	他们活得很开心。	[sound:tmpkmopja.mp3]	692
Students should study seriously.	Xuésheng yīnggāi rènzhēn xuéxí.	学生应该认真学习。	[sound:tmpefpion.mp3]	693
She takes her studies very seriously.	Tā xuéxí hěn rènzhēn.	她学习很认真。	[sound:tmplyofyl.mp3]	694
Things in Beijing are very expensive.	Běijīng de dōngxi hěn guì.	北京的东西很贵。	[sound:R033-06.mp3]	695
I consider things in Beijing to be expensive. (more formal)	Wǒ rènwéi Běijīng de dōngxi hěn guì.	我认为北京的东西很贵。	[sound:R060-06.mp3]	696
We'll start our studies from the basics.	Wǒmen cóng jīchǔ kāishǐ xuéxí.	我们从基础开始学习。	[sound:tmpk7yuyr.mp3]	697
Language is the basis of communication.	Yǔyán shì jiāoliú de jīchǔ.	语言是交流的基础。	[sound:tmpypr6fo.mp3]	698
I've got a cat.	Wǒ yǒu yī zhī māo.	我有一只猫。	[sound:tmpuxscbr.mp3]	699
Our children like dogs, but I prefer cats.	wǒmen de háizi xǐhuān gǒu , dàn wǒ gèng xǐhuān māo .	我们的孩子喜欢狗，但我更喜欢猫。	[sound:332805.mp3]	700
It's my cat.	Tā shì wǒ de māo.	它是我的猫。	[sound:tmpjdgif8.mp3]	701
There is a bus stop near by.	fùjìn yǒu ge chēzhàn .	附近有个车站。	[sound:334028.mp3]	702
The bus stop is just a few steps away from here.	Chēzhàn lí zhèr zhǐ yǒu jǐ bù lù.	车站离这儿只有几步路。	[sound:tmpiodchg.mp3]	703
In addition, I still have another idea.	Lìngwài, wǒ hái yǒu yī gè yìjiàn.	另外，我还有一个意见。	[sound:tmpt_fndf.mp3]	704
Last year she left Japan.	qùnián tā líkāi le rìběn .	去年她离开了日本。	[sound:332787.mp3]	705
No only can he read, he can also write.	Tā bùjǐn huì kàn zì, yě huì xiězì.	他不仅会看字，也会写字。	[sound:tmphbtumx.mp3]	706
They are about the same height.	Tāmen chàbuduō yīyàng gāo.	他们差不多一样高。	[sound:tmpzulolu.mp3]	707
I'm almost done.	wǒ chàbuduō wánchéng le. (also kuai)	我差不多完成了。	[sound:333787.mp3]	708
If it wasn't for having your help, I couldn't have completed this work.	rúguǒ bù shì yīnwèi yǒu nǐ de bāngzhù, wǒ bù kěnéng wánchéng le zhè gè gōngzuò .	如果不是因为有你的帮助，我不可能完成了这个工作。	[sound:333151.mp3]	709
I wish this work will be completed by 2pm tomorrow afternoon.	míngtiān xiàwǔ 2 diǎn yǐqián, wǒ xīwàng zhè gōngzuò wánchéng le. (also zhiqian)	明天下午2点以前，我希望这工作完成了。	[sound:334693.mp3]	710
I will finish it by tomorrow afternoon.	míngtiān xiàwǔ zhīqián wǒ jiāng bǎ tā wánchéng .	明天下午之前我将把它完成。	[sound:332425.mp3]	711
She'll give her photo to whoever wants it. <br /> She will give her picture to whoever wants it.	tā huì bǎ tā de zhàopiàn gěi xiǎng yào de rén .	她会把她的照片给想要的人。	[sound:334072.mp3]	712
These pictures are really very beautiful. <br /> These pictures are beautiful.	zhè xiē zhàopiàn Zhēnměi .	这些照片真美。	[sound:334385.mp3]	713
Let me have a look at those photos.	ràng wǒ kànkan nàxiē zhàopiàn .	让我看看那些照片。	[sound:332803.mp3]	714
She's finished her college education.	Tā wánchéng le dàxué jiàoyù.	她完成了大学教育。	[sound:tmposcf6e.mp3]	715
Don't hold the door open.	bùyào bǎ mén kāi zhe.	不要把门开着。	[sound:334214.mp3]	716
Open the door and take a look.	Kāimén kànkan.	开门看看。	[sound:tmpfafbrw.mp3]	717
Can I park my car here?	wǒ néng bǎ wǒ de chē tíng zài zhèr ma?	我能把我的车停在这儿吗？	[sound:334986.mp3]	718
I insist on exercising every day.	Wǒ jiānchí měi tiān yùndòng.	我坚持每天运动。	[sound:tmpcxkfrr.mp3]	719
I'm from the U.K.	Wǒ lái zì Yīngguó.	我来自英国。	[sound:tmpme61r7.mp3]	720
He comes from England.	tā cóng Yīngguó lái .	他从英国来。	[sound:333281.mp3]	721
More than one person told him about this matter.	Bùzhǐ yīge rén gàosu tā zhè jiàn shìqing.	不只一个人告诉他这件事情。	[sound:tmpi5x11h.mp3]	722
Not only one person knows this matter.	Bù zhǐ yī gè rén zhīdào zhèjiàn shìqing.	不只一个人知道这件事情。	[sound:tmpe6vpqr.mp3]	723
He's my husband.	Tā shì wǒ de zhàngfu.	他是我的丈夫。	[sound:tmph09oyz.mp3]	724
She feels very tired.	Tā juéde hěn lèi.	她觉得很累。	[sound:tmp6ztpbn.mp3]	725
I'm as tired as can be.	wǒ lèi de bù néng zài lèi le .	我累得不能再累了。	[sound:334138.mp3]	726
He feels tired easily.	tā hěn róngyì juéde lèi.	他很容易觉得累。	[sound:335106.mp3]	727
I am already very tired&nbsp;☺.	Wǒ yǐjīng hěn lèi le.	我已经很累了。	[sound:tmpjvd5vg.mp3]	728
Is she very tired today?	Tā jīntiān hěn lèi ma?	她今天很累吗？	[sound:R022-03.mp3]	729
You are tired, aren't you?	nǐ lèi le, bù shì ma ?	你累了，不是吗？	[sound:333191.mp3]	730
Mr Davis looks very tired.	Davis xiānsheng kànshangqu hěn lèi .	Davis先生看上去很累。	[sound:333308.mp3]	731
Work was especially tiring today.	Jīntiān de gōngzuò tèbié lèi.	今天的工作特别累。	[sound:tmpjzymdl.mp3]	732
I'm not tired at all. <br /> I'm not at all tired.	wǒ gēnběn bù lèi .	我根本不累。	[sound:334090.mp3]	733
Mr. Driver, I'll get off up there.	Sījī xiānsheng, wǒ zài qiánmiàn xiàchē.	司机先生，我在前面下车。	[sound:tmpmrnbwy.mp3]	734
His papa is a driver.	Tā de bàba shì yī ge sījī.	他的爸爸是一个司机。	[sound:tmp5yatya.mp3]	735
A little louder, please.	Qǐng dàshēng yīdiǎn.	请大声一点。	[sound:tmpxqcibn.mp3]	736
He loudly answered the teacher's question.	Tā dàshēng huídá le lǎoshī de wèntí.	他大声回答了老师的问题。	[sound:tmpibrpfd.mp3]	737
He spoke very loudly.	tā shuō de hěn dàshēng. (shou le should also say what was said)	他说得很大声。	[sound:332473.mp3]	738
I've been to Germany.	Wǒ qùguò Déguó.	我去过德国。	[sound:tmpfky4w7.mp3]	739
Is he an American?<br />No, he's not. He's German.	Tā shì Měiguórén ma?<br />Bú shì. Shì Déguórén.	A他是美国人吗?<br/>B不是。是德国人。	[sound:R018-DLG.mp3]	740
This matter is his responsibility.	Zhèjiàn shìqing yóu tā fùzé.	这件事情由他负责。	[sound:tmpzovai5.mp3]	741
A person needs to be responsible for his behaviour.	yī gè rén yào wèi tā de xíngwéi fùzé. (also dui) (also yao fuze)	一个人要为他的行为负责。	[sound:332831.mp3]	742
He was watching TV all night.	Zhěng gè wǎnshàng tā dōu zài kàn diànshì. (also ta first)	整个晚上他都在看电视。	[sound:tmp5veqi6.mp3]	743
How/what do you believe?	Nǐ rènwéi zěnmeyàng?	你认为怎么样？	[sound:tmpyyh1d4.mp3]	744
How are you lately?	Zuìjìn zěnmeyàng a?	最近怎么样啊？	[sound:tmpjsdp4g.mp3]	745
How do you feel?	Nǐ juéde zěnmeyàng?	你觉得怎么样？	[sound:tmpftvlwb.mp3]	746
How do you feel?	Nǐ juéde zěnmeyàng?	你觉得怎么样？	[sound:tmpgbzbvq.mp3]	747
How is her English?	Tāde Yīngyǔ zěnmeyàng?	她的英语怎么样？	[sound:G018-06.mp3]	748
How do you feel? he asked.	nǐ gǎnjué zěnmeyàng? tā wèn.	“你感觉怎么样？”他问。	[sound:334171.mp3]	749
I feel much better today.	wǒ jīntiān gǎnjué hǎo duō le .	我今天感觉好多了。	[sound:334279.mp3]	750
I feel much better now, but I know Dad's still going to worry.	wǒ xiànzài gǎnjué hǎo duō le, dàn wǒ zhīdào bàba hái shì huì hěn dānxīn .	我现在感觉好多了，但我知道爸爸还是会很担心。	[sound:334999.mp3]	751
I felt like I was dead.	wǒ gǎnjué hǎoxiàng sǐ le yīyàng .	我感觉好像死了一样。	[sound:334549.mp3]	752
What is the situation now?	Xiànzài de qíngkuàng zěnmeyàng?	现在的情况怎么样？	[sound:tmpyrh9ie.mp3]	753
The situation is getting worse and worse day by day.	qíngkuàng yī tiān bǐ yī tiān chà.	情况一天比一天差。	[sound:332723.mp3]	754
Which do you like better, this or that?	nǐ gèng xǐhuān nǎ ge, zhè gè háishì nà ge?	你更喜欢哪个，这个还是那个？	[sound:332849.mp3]	755
Which is bigger?	Nǎge bǐjiào dà?	哪个比较大？	[sound:tmpypt3se.mp3]	756
There are 56 ethnic groups in China.	Zhōngguó yǒu wǔ shí liù ge mínzú.	中国有56个民族。	[sound:tmpcblya4.mp3]	757
America is a multi-ethnic country.	Měiguó shì ge duō mínzú de guójiā.	美国是个多民族的国家。	[sound:tmpxqecsu.mp3]	758
Compared to yours, my car is small. <br /> Compared with your, my car is small.	hé nǐ de chē bǐqǐ lái , wǒ de chē hěn xiǎo .	和你的车比起来，我的车很小。	[sound:332575.mp3]	759
When was she born?	tā shì shénme shíhou chūshēng de?	她是什么时候出生的？	[sound:332914.mp3]	760
They say that she was born in Germany.	tāmen shuō tā shì zài Déguó chūshēng de .	他们说她是在德国出生的。	[sound:333190.mp3]	761
His income was high this month.	Tā zhè gè yuè de shōurù hěn gāo.	他这个月的收入很高。	[sound:tmpbwzigo.mp3]	762
This month's income is not bad.	Zhè gè yuè de shōurù bùcuò.	这个月的收入不错。	[sound:tmpi0negy.mp3]	763
His household is very happy/blessed.	Tā de jiātíng hěn xìngfú.	他的家庭很幸福。	[sound:tmpeay37e.mp3]	764
She is my household tutor.	Tā shì wǒ de jiātíng jiàoshī.&nbsp;(jiàoshī for occupation)	她是我的家庭教师。	[sound:tmpzijf4n.mp3]	765
What a lovely household.	duō měihǎo de jiātíng ā!	多美好的家庭啊！	[sound:334124.mp3]	766
You are my sunshine.	nǐ shì wǒ de yángguāng .	你是我的阳光。	[sound:332866.mp3]	767
"The phone is ringing." "I'll go get it."	"diànhuà xiǎng le." "wǒ qù jiē ."	“电话响了。”“我去接。”	[sound:334474.mp3]	768
If I can serve you, I'll feel very very happy.	néng wèi nǐ fúwù, wǒ huì gǎndào fēicháng gāoxìng. (also ruguo wo neng ...)	能为你服务我会感到非常高兴。	[sound:333897.mp3]	769
I know your older brother.	Wǒ rènshi nǐ gēge.	我认识你哥哥。	[sound:G003-02.mp3]	770
My older brother knows how to write Chinese.	Wǒ gēge huì xiě Zhōngwén.	我哥哥会写中文。	[sound:G009-07.mp3]	771
My older brother has a computer.	Wǒ gēge yǒu diànnǎo.	我哥哥有电脑。	[sound:R011-06.mp3]	772
His elder sister is older than my eldest brother.	tā jiějie bǐ wǒ gēge dà .	她姐姐比我哥哥大。	[sound:333556.mp3]	773
He has a good attitude.	Tāde tàidu hěn hǎo. (Also Ta you hen hao de tai du)	他的态度很好。	[sound:tmpflfvvc.mp3]	774
My attitude towards him changed.	wǒ duì tā de tàidu biàn le .	我对他的态度变了。	[sound:333218.mp3]	775
This is a bank.	Zhè shì yī jiā yínháng.	这是一家银行。	[sound:tmpqaopsh.mp3]	776
He has some money in the bank.	tā yínháng lǐ yǒu diǎn qián .	他银行里有点钱。	[sound:334640.mp3]	777
I live near the bank.	Wǒ zhù zài yínháng fù jìn.	我住在银行附近。	[sound:R073-02.mp3]	778
Excuse me, where is the bank?	Qǐngwèn, yínháng zài nǎli?	请问,银行在哪里？	[sound:R014-03.mp3]	779
What time can you go with me to the bank?	Nǐ jǐdiǎn kěyǐ gēn wǒ yīqǐ qù yínháng?	你几点可以跟我一起去银行？	[sound:G029-07.mp3]	780
A few minutes later the telephone rang.	jǐ fēnzhōng hòu, diànhuà xiǎng le .	几分钟后，电话响了。	[sound:332639.mp3]	781
He made many friends after he arrived in China.	Tā dào Zhōngguó hòu jiāo le xǔduō péngyou.	他到中国后交了许多朋友。	[sound:tmpfiijzi.mp3]	782
In ten years our town will change a lot.	shí nián hòu, wǒmen de chéngshì jiāng gǎibiàn xǔduō. (also hui4) (also zai ...)	十年后，我们的城市将改变许多。	[sound:332478.mp3]	783
She raised a lot of questions.	Tā tí le xǔduō wèntí. (also henduo)	她提了许多问题。	[sound:tmpaqvn23.mp3]	784
What time do you start the lesson?<br />Ten thirty.	Nǐ jǐ diǎn shàngkè?<br />Shí diǎn bàn.	A你几点上课?<br/>B十点半。	[sound:R029-DLG.mp3]	785
I have ten U.S. dollars.	Wǒ yǒu shí Měiyuán. (also kaui meiyuan)	我有十美元。	[sound:tmpiogjth.mp3]	786
If you had a million US dollars, what would you do?	nǐ yǒu 100 wàn měiyuán dehuà, nǐ huì zuò shénme?	你有100万美元的话，你会做什么？	[sound:333562.mp3]	787
How long is this class?	Zhè jié kè duō cháng shíjiān?	这节课多长时间？	[sound:R067-06.mp3]	788
She turned her head and looked at me.	Tā huítóu kàn wǒ.	她回头看我。	[sound:tmpcvt5fi.mp3]	789
The students appear very nervous.	Xuéshengmen kànqǐlái hěn jǐnzhāng.	学生们看起来很紧张。	[sound:R045-06.mp3]	790
