order	sentence	pinyin	english
1995	她在记单词。	Tā zài jì dāncí.	She's memorizing vocabulary words. ((or: She's writing down words.))
1996	老师教我们新单词。	Lǎoshī jiāo wǒmen xīn dāncí.	The teacher is teaching us some new words.
1997	电脑很普遍。	Diànnǎo hěn pǔbiàn.	Computers can be seen everywhere.
1998	请跟我重做一遍。	Qǐng gēn wǒ chóng zuò yī biàn.	Please do it again along with me.
1999	请你再说一遍。	Qǐng nǐ zài shuō yī biàn.	Please say that again.
2000	重复看，才会记住。	Chóngfù kàn, cái huì jìzhù.	You will only remember it after repeated viewings.
2001	我饿了。	Wǒ è le.	I'm hungry.
2002	我回到家的时候，感觉非常饿。	wǒ huídào jiā de shíhou , gǎnjué fēicháng è .	When I came home, I felt very very hungry.
2003	她面临着很大的工作压力。	Tā miànlínzhe hěn dà de gōngzuò yālì.	She's under a lot of pressure at work.
2004	请把姓名和地址告诉我。	qǐng bǎ xìng míng hé dìzhǐ gàosu wǒ .	Name and address, please.
2005	你只要在这里写下你的姓名和地址就行了。	nǐ zhǐ yào zài zhèli xiěxià nǐ de xìng míng hé dìzhǐ jiù xíng le .	You only need to write your name and address here.
2006	把你的名字用大写写下来。	bǎ nǐ de míngzi yòng dàxiě xiěxià lái .	Write your name in capitals.
2007	今天是星期六。	Jīntiān shì xīngqī liù.	Today is Saturday.
2008	你星期六下午有课吗？	Nǐ xīngqīliù xiàwǔ yǒu kè ma?	Do you have a class on Saturday afternoon?
2009	你星期六上午有课吗？	Nǐ xīngqīliù shàngwǔ yǒu kè ma?	Do you have a class on Saturday morning?
2010	她要搭火车。	Tā yào dā huǒchē.	She wants to take the train.
2011	下班了，他搭车回家。	Xià bān le, tā dāchē huí jiā.	After work, he went home by car.
2012	我建议你看一下交通规则。	Wǒ jiànyì nǐ kàn yī xià jiāotōng guīzé.	I suggest that you read the traffic regulations.
2013	他对国家很有贡献。	Tā duì guójiā hěn yǒu gòngxiàn.	He made great contributions to his nation.
2014	他为国家贡献了自己的青春。	Tā wèi guójiā gòngxiàn le zìjǐ de qīngchūn.	He devoted his youth to his nation.
2015	总统获得国会充分的支持。	Zǒngtǒng huòdé guóhuì chōngfèn de zhīchí.	The President gained the full support of the Congress.
2016	你要去书店吗？	Nǐ yào qù shūdiàn ma?	Are you going to the bookstore?
2017	书店不大。	Shūdiàn bù dà.	The bookstore is not big.
2018	老师在书店。	Lǎoshī zài shūdiàn.	The teacher is at the bookstore.
2019	书店大吗？	Shūdiàn dà ma?	Is the bookstore big?
2020	书店很小。	Shūdiàn hěn xiǎo.	The bookstore is very small.
2021	我同学要去书店。	Wǒ tóngxué yào qù shūdiàn.	My classmate is going to the bookstore.
2022	书店在哪里？	Shūdiàn zài nǎli?	Where is the bookstore?
2023	请问,你要去书店吗？	Qǐngwèn, nǐ yào qù shūdiàn ma?	Excuse me, are you going to the bookstore?
2024	请问,书店在哪里？	Qǐngwèn, shūdiàn zài nǎli?	Excuse me, where is the bookstore?
2025	她在书店里看书。	Tā zài shūdiàn lǐ kànshū.	She's reading a book in a book shop.
2026	他仔细地包好这件礼物。	Tā zǐxì de bāo hǎo zhèjiàn lǐwù.	He carefully wrapped this gift.
2027	这个男孩大约六岁。	Zhè gè nánháir dàyuē liù suì.	The boy is about six years old.
2028	我爱的那个男孩不爱我。	wǒ ài de nà ge nánhái bù ài wǒ .	The boy I love doesn't love me.
2029	这里发生了交通事故。	Zhèli fāshēngle jiāotōng shìgù.	A traffic accident has occurred here.
2030	交通事故没有一天是不在发生的。	jiāotōng shìgù méiyǒu yī tiān shì bù zài fāshēng de .	Not a day passes without traffic accidents.
2031	无论如何我们都要完成任务。	Wúlùn rúhé wǒmen dōu yào wánchéng rènwu.	No matter what, we must finish the task.
2032	冬天到了。	Dōngtiān dào le.	Winter has come.
2033	冬天天气太冷了。	Dōngtiān tiānqì tài lěng le.	The winter weather is too cold.
2034	我父亲一直很冷静。	wǒ fùqin yīzhí hěn lěngjìng .	My father is always cool.
2035	那个官员很会处理经济的问题。	Nàge guānyuán hěn huì chǔlǐ jīngjì de wèntí.	That official is very capable at dealing with financial issues.
2036	往咖啡里加点糖。	Wǎng kāfēi lǐ jiā diǎn táng.	Add some sugar to the coffee.
2037	我们有个好消息。	wǒmen yǒu ge hǎo xiāoxi .	We have good news.
2038	台风来了。	Táifēng lái le.	The typhoon is coming.
2039	台风吹倒了很多房子。	Táifēng chuī dǎo le hěn duō fángzi.	The typhoon blew down many houses.
2040	台风要来了。	Táifēng yào lái le.	A typhoon is coming.
2041	台风走了。	táifēng zǒu le .	The typhoon is gone.
2042	美国有50个州。	Měiguó yǒu 50 ge zhōu .	There are fifty states in the United States.
2043	我喝了半瓶酒。	Wǒ hēle bàn píng jiǔ.	I've drunk half a bottle of wine.
2044	我星期五没有课。	Wǒ xīngqīwǔ méi yǒu kè.	I don't have a class on Friday.
2045	老师和学生相处得很好。	Lǎoshī hé xuésheng xiāngchǔ de hěn hǎo.	The teachers and students get on well with each other.
2046	他们相处得很愉快。	Tāmen xiāngchǔ de hěn yúkuài.	They get along well with each other very delightfully.
2047	她吻了妈妈。	Tā wěnle māma.	She's kissed her mother.
2048	今天女朋友吻了他，他快乐极了。	Jīntiān nǚ péngyou wěnle tā, tā kuàilè jí le.	Today his girlfriend kissed him, and he was extremely delighted.
2049	新年快乐！	Xīnnián kuàilè!	Happy New Year!
2050	我很讨厌他。	Wǒ hěn tǎoyàn tā.	I dislike him very much.
2051	我讨厌当你生我气的时候。	Wǒ tǎoyàn dāng nǐ shēng wǒ qì de shíhou.	I hate it when you are angry with me.
2052	大家都很讨厌他。	Dàjiā dōu hěn tǎoyàn tā.	Everybody hates him.
2053	学生们讨厌背生词。	Xuéshengmen tǎoyàn bèi shēngcí.	The students hate to memorize new words.
2054	他的背很痛。	Tā de bèi hěn tòng.	His back is very sore.
2055	我的头有点痛。	Wǒ de tóu yǒudiǎnr tòng.	I have a slight headache.
2056	我不只去过北京,还去过南京。	Wǒ bù zhǐ qù guò Běijīng, hái qù guò Nánjīng.	I have not only been to Beijing. I have also been to Nanjing.
2057	办公室里安装了电话。	Bàngōngshì lǐ ānzhuāngle diànhuà.	A phone has been installed in the office.
2058	在火车站转车。	Zài huǒchē zhàn zhuǎnchē.	Change trains at the railway station.
2059	他转车去了学校。	Tā zhuǎnchē qù le xuéxiào.	He changes buses when going to school.
2060	东北的冬天太冷了。	Dōng běi de dōngtiān tài lěng le.	Winter in the northeast is too cold.
2061	大海很蓝。	Dàhǎi hěn lán.	The sea is very blue.
2062	他有一只大狗。	Tā yǒu yī zhī dà gǒu.	He's got a big dog.
2063	风景真好看。	Fēngjǐng zhēn hǎo kàn.	The scenery here is beautiful.
2064	这个地区风景很美。	Zhè gè dìqū fēngjǐng hěn měi.	The scenery in this area is very beautiful.
2065	中东地区还很危险。	Zhōngdōng dìqū hái hěn wēixiǎn.	It is still dangerous in the Middle East.
2066	他的皮肤很白。	Tāde pífū hěn bái.	His skin is very white.
2067	我准备给朋友发邮件。	Wǒ zhǔnbèi gěi péngyou fā yóujiàn.	I'm about to send e-mails to my friends.
2068	今天他收到了一个邮件。	Jīntiān tā shōu dào le yī gè yóujiàn.	He received a piece of mail today.
2069	他把邮件交给我。	Tā bǎ yóujiàn jiāo gěi wǒ.	He handed me the mail.
2070	接下来该采取什么行动就交给你了。	jiēxiàlái gāi cǎiqǔ shénme xíngdòng jiù jiāo gěi nǐ le .	I hand over to you, what's the next course of action we should adopt.
2071	国际关系是一个受欢迎的专业。	Guójìguānxì shì yī gè shòuhuānyíngde zhuānyè.	International relations is a popular major.
2072	夜晚公园里很安静。	Yèwǎn gōngyuán lǐ hěn ānjìng.	The park is very quiet at night.
2073	夜晚很长，不是吗？	yèwǎn hěn cháng , bù shì ma ?	Well, the night is quite long, isn't it?
2074	他们恋爱了。	Tāmen liàn'ài le.	They're in love.
2075	春节快到了。	Chūnjié kuài dào le.	The Chinese New Year is drawing near.
2076	春节是中国的传统节日。	Chūnjié shì Zhōngguó de chuántǒng jiérì.	Chinese New Years is a traditional Chinese holiday.
2077	他们把地图展开。	Tāmen bǎ dìtú zhǎnkāi.	They spread open the map.
2078	大家对这件事展开了讨论。	Dàjiā duì zhèjiàn shì zhǎnkāi le tǎolùn.	Everybody started a discussion about this matter.
2079	他在给顾客介绍新车。	Tā zài gěi gùkè jièshào xīn chē.	He's showing a new car to his client.
2080	顾客看起来很生气。	Gùkè kànqǐlái hěn shēngqì.	The customers appear to be really angry.
2081	顾客看起来很轻松。	Gùkè kànqǐlái hěn qīngsōng.	The customer(s) appear to be very relaxed.
2082	顾客看起来很高兴。	Gùkè kànqǐlái hěn gāoxìng.	The customers appear to be really happy.
2083	这个跟那个类似。	Zhè gè gēn nàge lèisì.	This one is similar to that one.
2084	我也听过一个类似的故事。	wǒ yě tīng guò yī gè lèisì de gùshi .	I also heard a similar story.
2085	甲类似于英文里的“A”。	Jiǎ lèisì yú Yīngwén lǐ de “A”.	Chinese "甲" (jia) is analogous to "A" in English.
2086	我支持蓝队。	Wǒ zhīchí lánduì.	I support the blue team.
2087	他的自行车是蓝色的。	tā de zìxíngchē shì lánsè de .	His bicycle is blue.
2088	他讲不好法语。	tā jiǎng bù hǎo fǎyǔ .	He could not speak French well.
2089	很难在2、3年内掌握法语。	hěn nán zài 2.3 nián nèi zhǎngwò fǎyǔ .	It's quite difficult to master French in 2 or 3 years.
2090	我尽快需要。	wǒ jǐnkuài xūyào .	I need it as quickly as possible. <br /> I need it ASAP.
2091	请尽快修改这个地方。	Qǐng jìnkuài xiūgǎi zhè gè dìfang.	Please revise this as soon as possible.
2092	我丢了行李。	Wǒ diūle xíngli.	I lost my luggage.
2093	这件行李太大，占了很多地方。	Zhèjiàn xínglǐ tài dà, zhàn le hěn duō dìfang.	This piece of luggage is too big. It takes up too much room.
2094	同意这个方案的人还是占了大多数。	Tóngyì zhè gè fāng'àn de rén háishi zhànle dàduōshù.	The majority agrees to this plan of action.
2095	他在整理行李，准备出差。	Tā zài zhěnglǐ xínglǐ, zhǔnbèi chūchāi.	He is packing his suitcase to prepare for a business trip.
2096	我爸爸经常去美国出差。	wǒ bàba jīngcháng qù Měiguó chūchāi .	My father often goes to America on business.
2097	我经常去外地出差。	Wǒ jīngcháng qù wàidì chūchāi.	I frequently go on business trips to other places.
2098	他最多能拿到第三名。	tā zuì duō néng nádào dì sān míng .	At best he may obtain third place.
2099	他觉得很寂寞。	Tā juéde hěn jìmò.	He feels very lonely.
2100	我很寂寞。	Wǒ hěn jìmò.	I am very lonely.
2101	他父母对他期望过高。	tā fùmǔ duì tā qīwàng guò gāo .	His parents expect too much of him.
2102	我对这个很感兴趣。	Wǒ duì zhè gè hěn gǎn xìngqù.	I am very interested in this.
2103	你觉得他会对什么主题感兴趣？	nǐ juéde tā huì duì shénme zhǔtí gǎn xìngqu ?	What subject do you think he is interested in?
2104	我感到很孤独。	Wǒ gǎndào hěn gūdú.	I feel lonely.
2105	他感到非常孤独。	Tā gǎndào fēicháng gūdú.	He feels very very lonely.
2106	我觉得很孤独。	wǒ juéde hěn gūdú .	I felt lonely. <br /> I'm lonely.
2107	父母给予我极大的支持。	Fùmǔ jǐyǔ wǒ jídà de zhīchí.	My parents have given me enormous support.
2108	家人给予我极大的支持。	Jiārén jǐyǔ wǒ jídà de zhīchí.	My family has given me enormous support.
2109	她成为一名护士。	Tā chéngwéi yī míng hùshi.	She's become a nurse.
2110	我妹妹打算成为护士。	Wǒ mèimèi dǎsuàn chéngwéi hùshi.	My little sister plans on becoming a nurse.
2111	她是护士。	Tā shì hùshi.	She is a nurse.
2112	护士会告诉你怎么做。	hùshi huì gàosu nǐ zěnme zuò .	The nurse will tell you how to do it.
2113	他女朋友的爱好是看风水。	Tā nǚpéngyou de àihào shì kàn fēngshuǐ.	His girlfriend's hobby is practicing fengshui.
2114	没人知道那机器长什么样子。	méi rén zhīdào nà jīqì cháng shénmayàngzi .	Nobody knew what the machine was like.
2115	电脑是个复杂的机器。	diànnǎo shì ge fùzá de jīqì .	Computers are complicated machines. <br /> A computer is a complex machine.
2116	你相信有上帝吗？	Nǐ xiāngxìn yǒu Shàngdì ma?	Do you believe there is a God?
2117	你相信上帝吗？	nǐ xiāngxìn shàngdì ma ?	Do you believe in God?
2118	Allen是个诗人。	Allen shì ge shīrén .	Allen is a poet.
2119	我觉得他有几分像个诗人。	wǒ juéde tā yǒu jǐfēn xiàng ge shīrén .	I think he is somewhat like a poet.
2120	我是她的阿姨。	Wǒ shì tā de āyí.	I am her aunt.
2121	这个阿姨很漂亮。	Zhè gè āyí hěn piàoliang.	This 'auntie' is very pretty.
2122	他受到了威胁。	Tā shòudàole wēixié.	He was threatened.
2123	威胁我也没用，我什么都不会说的。	wēixié wǒ yě méiyòng , wǒ shénme dōu bùhuì shuō de .	No point in threatening me. I'll still tell you nothing.
2124	他们在威胁我。	Tāmen zài wēixié wǒ.	They're threatening me.
2125	我们觉得他的威胁只是一个玩笑。	wǒmen juéde tā de wēixié zhǐ shì yī gè wánxiào .	We thought his threat was only a joke.
2126	孩子都很信任父母。	Háizi dōu hěn xìnrèn fùmǔ.	Children trust their parents very much.
2127	她很有魅力。	Tā hěn yǒu mèilì.	She has a lot of charm. ((She has a great deal of charm.))
2128	我认识那个坐得最靠近门的男孩。	wǒ rènshi nà ge zuò děi zuì kàojìn mén de nánhái .	I know the boy who is sitting closest to the door.
2129	本人认为,江先生是公司里最聪明的人。	Běnrén rènwéi, Jiāng xiānsheng shì gōngsī lǐ zuì cōngmíng de rén.	In my opinion, Mr. Jiang is the smartest person in the company.
2130	江经理比较年轻。	Jiāng jīnglǐ bǐjiào niánqīng.	Manager Jiang is rather young.
2131	中国的官方语言是汉语。	Zhōngguó de guānfāng yǔyán shì Hànyǔ.	The official language of China is the Han language (Chinese).
2132	这是官方消息。	zhè shì guānfāngxiāoxī .	This news is official.
2133	我爸爸去世有10年了。	wǒ bàba qùshì yǒu 10 nián le .	My father has been dead for ten years.
2134	爸爸乘早上7点的地铁去上班。	bàba chéng zǎoshang 7 diǎn de dìtiě qù shàngbān .	Father takes the 7:00 subway to work.
2135	你乘飞机还是乘火车去？	nǐ chéngfēijī háishì chénghuǒchē qù ?	Are you going by air or by train?
