Frequency,Character,Count,Percentile,Pin1Yin1,Meaning,Heisig,Polv’s order,Polv’s level,Dubbing,Variant,Kanji,Vocab
330,共,128824,66.76153154,gong4,all together/in while/to share/common/general/together,1354,488,10,Pleasant,,WK_L11,一共 yī gòng altogether<br>总共 總共 zǒng gòng altogether in sum in all in total<br>共同 gòng tóng common joint jointly together collaborative<br>共和国 共和國 gòng hé guó republic<br>共计 共計 gòng jì to sum up to to total<br>公共汽车 公共汽車 gōng gòng qì chē bus<br>共鸣 共鳴 gòng míng resonance (physics) sympathetic response to sth<br>
331,确,128417,66.82789553,que4,"authenticated/solid/firm, authenticated/solid/firm/real/true",1363,489,10,Pleasant,確,Variant_WK_L20,的确 的確 dí què really indeed<br>明确 明確 míng què clear-cut definite explicit to clarify to specify to make definite<br>正确 正確 zhèng què correct proper<br>准确 準確 zhǔn què accurate exact precise<br>确实 確實 què shí indeed really reliable real true<br>确定 確定 què dìng definite certain fixed to fix (on sth) to determine to be sure to ensure to make certain to ascertain to clinch to recognize to confirm OK (on computer dialog box)<br>确认 確認 què rèn to confirm to verify confirmation<br>确保 確保 què bǎo to ensure to guarantee<br>确立 確立 què lì to establish to institute<br>确信 確信 què xìn to be convinced to be sure to firmly believe to be positive that definite news<br>确切 確切 què qiè definite exact precise<br>精确 精確 jīng què accurate precise<br>
278,司,155229,62.9608301,si1,company/control,1391,490,10,Pleasant,,WK_L15,公司 gōng sī (business) company company firm corporation incorporated<br>司机 司機 sī jī chauffeur driver<br>司法 sī fǎ judicial (administration of) justice<br>司令 sī lìng commanding officer<br>打官司 dǎ guān si to file a lawsuit to sue to dispute<br>
282,书,151357,63.2766964,shu1,book/letter,1393,491,10,Pleasant,書,Variant_WK_L16,证书 證書 zhèng shū credentials certificate<br>书 書 shū book letter document to write<br>书法 書法 shū fǎ calligraphy handwriting penmanship<br>书面 書面 shū miàn in writing written<br>书记 書記 shū ji secretary (chief official of a branch of a socialist or communist party) clerk scribe<br>书架 書架 shū jià bookshelf<br>秘书 秘書 mì shū secretary<br>图书馆 圖書館 tú shū guǎn library<br>书籍 書籍 shū jí books works<br>
275,展,156759,62.71962012,zhan3,to use/to spread out/to postpone/to unfold,1426,492,10,Pleasant,,WK_L24,开展 開展 kāi zhǎn to launch to develop to unfold (of an exhibition etc) to open<br>发展 發展 fā zhǎn development growth to develop to grow to expand<br>进展 進展 jìn zhǎn to make headway to make progress<br>展开 展開 zhǎn kāi to unfold to carry out to be in full swing to launch<br>展现 展現 zhǎn xiàn to come out to emerge to reveal to display<br>展望 zhǎn wàng outlook prospect to look ahead to look forward to<br>展示 zhǎn shì to reveal to display to show to exhibit sth<br>施展 shī zhǎn to use fully to put to use<br>展览 展覽 zhǎn lǎn to put on display to exhibit exhibition show<br>
318,张,136087,65.935035,zhang1,(a measure word)/(a surname)/open up,1429,493,10,Pleasant,張,Variant_WK_L23,"主张 主張 zhǔ zhāng to advocate to stand for view position stand proposition viewpoint assertion<br>东张西望 東張西望 dōng zhāng xī wàng to look in all directions (idiom) to glance around<br>张 張 zhāng to open up to spread sheet of paper classifier for flat objects, sheet classifier for votes<br>紧张 緊張 jǐn zhāng nervous keyed up intense tense strained in short supply scarce<br>扩张 擴張 kuò zhāng expansion dilation to expand (e.g. one's power or influence) to broaden<br>慌张 慌張 huāng zhāng confused flustered<br>夸张 誇張 kuā zhāng to exaggerate overstated exaggerated hyperbole (coll.) excessive extreme ridiculous<br>"
300,象,143453,64.64150269,xiang4,shape/form/appearance/elephant/image under a map (math.),1451,494,10,Pleasant,,WK_L24,大象 dà xiàng elephant<br>现象 現象 xiàn xiàng appearance phenomenon<br>对象 對象 duì xiàng target object partner boyfriend girlfriend<br>想象 xiǎng xiàng to imagine to fancy<br>气象 氣象 qì xiàng meteorological feature meteorology atmosphere ambience scene<br>形象 xíng xiàng image form figure visualization vivid<br>印象 yìn xiàng impression<br>象征 象徵 xiàng zhēng emblem symbol token badge to symbolize to signify to stand for<br>抽象 chōu xiàng abstract abstraction<br>迹象 跡象 jì xiàng mark indication sign indicator<br>象棋 xiàng qí Chinese chess<br>
294,像,145291,64.19417141,xiang4,(look) like/similar (to)/appearance/to appear/to seem/image/portrait/resemble/seem,1452,495,10,Pleasant,象,WK_L13,好像 hǎo xiàng as if to seem like<br>不像话 不像話 bù xiàng huà unreasonable shocking outrageous<br>像 xiàng to resemble to be like to look as if such as appearance image portrait image under a mapping (math.)<br>偶像 ǒu xiàng idol<br>肖像 xiào xiàng portrait<br>
276,马,155772,62.80012077,ma3,horse/horse chess piece/Surname,1453,496,10,Pleasant,馬,Variant_WK_L8,马 馬 mǎ horse horse or cavalry piece in Chinese chess knight in Western chess<br>马上 馬上 mǎ shàng at once right away immediately on horseback (i.e. by military force)<br>马虎 馬虎 mǎ hu careless sloppy negligent skimpy<br>
453,吗,91639,73.71293551,ma3/ma,"morphine, (question tag)",1455,497,10,Pleasant,嗎,,"吗 嗎 ma (question particle for ""yes-no"" questions)<br>"
356,联,120301,68.42822044,lian2,to ally/to unite/to join,1471,498,10,Pleasant,聯,,对联 對聯 duì lián rhyming couplet pair of lines of verse written vertically down the sides of a doorway<br>联系 聯繫 lián xì connection contact relation to get in touch with to integrate to link to touch<br>联合 聯合 lián hé to combine to join unite alliance<br>联想 聯想 lián xiǎng to associate (cognitively) to make an associative connection mental association word prediction and auto-complete functions of input method editing programs<br>联欢 聯歡 lián huān to have a get-together celebration party<br>互联网 互聯網 hù lián wǎng Internet<br>联络 聯絡 lián luò to get in touch with to contact to stay in contact (with) liaison (math.) connection<br>联盟 聯盟 lián méng alliance union coalition<br>
436,满,96954,72.88337341,man3,Manchurian/to fill/to fulfill/filled/packed,1480,499,10,Pleasant,滿,,自满 自滿 zì mǎn complacent self-satisfied<br>美满 美滿 měi mǎn happy blissful<br>满意 滿意 mǎn yì satisfied pleased to one's satisfaction<br>满 滿 mǎn to fill full filled packed fully completely quite to reach the limit to satisfy satisfied contented<br>充满 充滿 chōng mǎn full of brimming with very full permeated<br>满足 滿足 mǎn zú to satisfy to meet (the needs of) satisfied content<br>圆满 圓滿 yuán mǎn satisfactory consummate perfect<br>丰满 豐滿 fēng mǎn ample well developed fully rounded<br>
297,权,144506,64.41830112,quan2,authority/power/right,1884,500,10,Pleasant,權,,政权 政權 zhèng quán regime political power<br>主权 主權 zhǔ quán sovereignty<br>权力 權力 quán lì power authority<br>权利 權利 quán lì power right privilege<br>权威 權威 quán wēi authority authoritative power and prestige<br>权衡 權衡 quán héng to weigh to consider to assess to balance to trade-off<br>
530,七,76766,77.03846439,qi1,seven/7,7,501,11,Painful,柒,WK_L1,七 qī seven 7<br>
509,古,80454,76.18277983,gu3,ancient/old,16,502,11,Painful,,WK_L3,考古 kǎo gǔ archaeology<br>古代 gǔ dài ancient times olden times<br>古怪 gǔ guài eccentric grotesque oddly queer<br>古典 gǔ diǎn classical<br>名胜古迹 名勝古跡 míng shèng gǔ jì historical sites and scenic spots<br>古董 gǔ dǒng curio antique<br>
599,千,67843,79.60177344,qian1,"thousand, a swing",39,503,11,Painful,仟,WK_L2,"千 qiān thousand<br>千万 千萬 qiān wàn ten million countless many one must by all means<br>千方百计 千方百計 qiān fāng bǎi jì lit. thousand ways, a hundred plans (idiom); by every possible means<br>"
737,占,49980,83.76298212,zhan1/zhan4,"to observe/to divine, to divine, to occupy/to constitute/to make up/to account",44,504,11,Painful,佔,WK_L26,占线 佔線 zhàn xiàn busy (telephone line)<br>占 zhàn to take possession of to occupy to take up<br>占据 佔據 zhàn jù to occupy to hold<br>占领 佔領 zhàn lǐng to occupy (a territory) to hold<br>
717,卡,52244,83.2371641,ka3/qia3,"to check/to stop/to block/card, customs station/to be choked/to fasten/to clip/to wedge/checkpost",47,505,11,Painful,,,信用卡 xìn yòng kǎ credit card<br>卡车 卡車 kǎ chē truck<br>卡通 kǎ tōng cartoon (loanword)<br>
593,朝,68380,79.39087446,chao2/zhao1,"to face/towards/facing/direct/a dynasty/the imperial court/(abbr.) Korea, esp. N. Korea, morning",49,506,11,Painful,晁,WK_L8,朝 cháo imperial or royal court government dynasty reign of a sovereign or emperor court or assembly held by a sovereign or emperor to make a pilgrimage to facing towards<br>朝代 cháo dài dynasty reign (of a king)<br>朝气蓬勃 朝氣蓬勃 zhāo qì péng bó full of youthful energy (idiom); vigorous energetic a bright spark<br>
691,负,54616,82.52173864,fu4,lose/negative (math. etc.)/to bear/to carry (on one's back),64,507,11,Painful,負,Variant_WK_L9,正负 正負 zhèng fù positive and negative<br>负担 負擔 fù dān burden to bear a burden<br>负责 負責 fù zé to be in charge of to take responsibility for to be to blame conscientious<br>胜负 勝負 shèng fù victory or defeat the outcome of a battle<br>抱负 抱負 bào fù aspiration ambition<br>欺负 欺負 qī fu to bully<br>辜负 辜負 gū fù to fail to live up (to expectations) unworthy (of trust) to let down to betray (hopes) to disappoint<br>
707,句,52891,82.96567103,ju4,"(a measure word, for sentences or lines of verse)/sentence",67,508,11,Painful,,WK_L18,句子 jù zi sentence<br>
677,置,57255,82.12023174,zhi4,to install/to place/to put,73,509,11,Painful,寘,WK_L22,安置 ān zhì to find a place for to help settle down to arrange for to get into bed placement<br>处置 處置 chǔ zhì to handle to take care of to punish<br>位置 wèi zhi position place seat<br>布置 佈置 bù zhì to put in order to arrange to decorate to fix up to deploy<br>设置 設置 shè zhì to set up to install<br>
571,项,70453,78.6044634,xiang4,(surname)/back of neck/item/thing,82,510,11,Painful,項,Variant_WK_L39,"事项 事項 shì xiàng matter item<br>项 項 xiàng back of neck item thing term (in a mathematical formula) sum (of money) classifier for principles, items, clauses, tasks, research projects etc<br>项目 項目 xiàng mù item project (sports) event<br>项链 項鏈 xiàng liàn necklace<br>"
565,母,71462,78.38506692,mu3,female/mother,105,511,11,Painful,,WK_L3,"字母 zì mǔ letter (of the alphabet)<br>母亲 母親 mǔ qīn mother<br>母语 母語 mǔ yǔ native language mother tongue (linguistics) parent language<br>伯母 bó mǔ wife of father's elder brother aunt (polite form of address for a woman who is about the age of one's mother)<br>岳母 yuè mǔ wife's mother, mother-in-law<br>"
538,够,76181,77.35469658,gou4,to reach/to be enough,117,512,11,Painful,彀夠,,够 夠 gòu to reach to be enough<br>
666,省,58642,81.79090472,sheng3/xing3,"frugal/save/to omit/to leave out/to save (money)/province, comprehend/introspect/visit",132,513,11,Painful,,WK_L21,省 shěng to save to economize to do without to omit to leave out province<br>省略 shěng lüè to leave out an omission<br>省会 省會 shěng huì provincial capital<br>节省 節省 jié shěng saving to save to use sparingly to cut down on<br>
563,奇,71919,78.31098267,ji1/qi2,"odd (Num), strange/odd/weird/wonderful",133,514,11,Painful,竒,WK_L28,好奇 hào qí inquisitive curious inquisitiveness curiosity<br>神奇 shén qí magical mystical miraculous<br>惊奇 驚奇 jīng qí to be amazed to be surprised to wonder<br>奇怪 qí guài strange odd to marvel to be baffled<br>奇妙 qí miào fantastic wonderful<br>奇迹 奇跡 qí jì miracle miraculous wonder marvel<br>
721,州,51533,83.34436497,zhou1,(United States) state/province/sub-prefecture,135,515,11,Painful,,WK_L6,州 zhōu prefecture (old) province (old) administrative division state (e.g. of US) oblast (Russia) canton (Switzerland)<br>
701,洲,53429,82.80103,zhou1,continent/island,144,516,11,Painful,,,亚洲 亞洲 yà zhōu Asia abbr. for 亞細亞洲|亚细亚洲[Ya4 xi4 ya4 Zhou1]<br>欧洲 歐洲 ōu zhōu Europe abbr. for 歐羅巴洲|欧罗巴洲[Ou1 luo2 ba1 Zhou1]<br>
577,江,69602,78.82081498,jiang1,river,147,517,11,Painful,,WK_L29,"长江 長江 cháng jiāng Yangtze River, or Chang Jiang<br>"
670,源,58145,81.91162005,yuan2,root/source/origin,150,518,11,Painful,厵,WK_L34,起源 qǐ yuán origin to originate to come from<br>来源 來源 lái yuán source (of information etc) origin<br>能源 néng yuán energy power source<br>电源 電源 diàn yuán electric power source<br>资源 資源 zī yuán natural resource (such as water or minerals) resource (such as manpower or tourism)<br>根源 gēn yuán origin root (cause)<br>源泉 yuán quán fountainhead well-spring water source fig. origin<br>
574,河,69687,78.71285288,he2,river,153,519,11,Painful,,WK_L26,黄河 黃河 huáng hé Yellow River or Huang He<br>
